id,variant_color,variant_size,normalized_size,normalized_color,size_type,product_name,category_name,category_path
65fbd899-4a1a-40f8-b2fd-f963ae4d9a08,CHARCOAL,S,S,Charcoal,Clothing,"TOP ""NITA""",Tops,woman/clothing/tops
14bb2bb6-db43-4b65-a388-c6b930863dc5,Black,36,UK 10,Black,Shoes,"DANCER ""BANKS""",LOAFERS,woman/footwear/loafers
d5a92acc-abab-4ce8-a913-06dd7f98c2e1,Blue,M,UK 10,Blue,Clothing,EARTH ALVA PANTS,Trousers,man/clothing/trousers
3b97a04b-1e92-471e-9504-fb5b5019276a,White,41,UK 10,White,Clothing,SHIRT WITH LOGO,Shirts,man/clothing/shirts
d2afde47-30a0-41d7-a20b-f325962b82fd,Black,38,UK 10,Black,Shoes,"DANCER ""BANKS""",LOAFERS,woman/footwear/loafers
bcbf0ba7-c1d0-48be-a979-69089883a414,Black,37½,UK 10,Black,Shoes,"DANCER ""BANKS""",LOAFERS,woman/footwear/loafers
d7340621-3caf-482e-8ad7-acdc2850a66a,White,5,UK 10,White,Shoes,ZIPPER HOODIE,sweatshirts,man/clothing/sweatshirts
b17dea1c-da24-4111-b3c1-a290ba95d421,Black,L,UK 10,Black,Clothing,"""TRIPLE JC FM"" T-SHIRT",T-Shirts,man/clothing/t-shirts
a2e5337b-203b-4c3a-81d1-a05ab58963ac,beige,4,UK 10,Beige,Shoes,CLASSIC POLO.,Polo Shirts,man/clothing/polo-shirts
00471b7d-da5a-4fa2-9e72-53fe47ce2e34,Black,39,UK 10,Black,Clothing,CASUAL SHIRT WITH ZIPPER,Shirts,man/clothing/shirts
b9de9ff2-0647-413d-a1a1-89a9a1b26194,Brown,43,UK 10,Brown,Shoes,TABI BOOT,BOOTS,man/footwear/boots
48cf5923-d38a-4953-a973-f6f5f585f586,Brown,41,UK 10,Brown,Shoes,TABI BOOT,BOOTS,man/footwear/boots
0abea4eb-7e7f-499f-ae33-2dd00c14e3df,Black,38,UK 10,Black,Shoes,"SLINGBACK ""HUMMINGBIRD LITE""",HEELS,woman/footwear/heels
f94bae4e-c23a-438a-af3d-ef11030fa7f1,White,4,UK 10,White,Shoes,ZIPPER HOODIE,sweatshirts,man/clothing/sweatshirts
b459f927-9442-43ca-9190-860bc2641864,Red,M,UK 10,Red,Clothing,"""EFFY"" DRESS",Dresses,woman/clothing/dresses
8fc2e5ec-ecc7-42ec-b6d3-e302b675e0e0,Red,S,UK 10,Red,Clothing,"""EFFY"" DRESS",Dresses,woman/clothing/dresses
1f1d1ac6-ad4d-4ae3-ae87-56b184330e7b,Black,XL,UK 10,Black,Clothing,"""TRIPLE JC FM"" T-SHIRT",T-Shirts,man/clothing/t-shirts
120ccd1d-5472-4e66-9f60-2f708c810074,Black,M,UK 10,Black,Clothing,"""TRIPLE JC FM"" T-SHIRT",T-Shirts,man/clothing/t-shirts
861f6284-1761-4643-ab66-0803ea46b5da,White,M,UK 10,White,Clothing,T-SHIRT WITH PRINT,t-shirts,woman/clothing/t-shirts
0bffdafa-8e37-4270-8a71-d15d011a4e59,beige,6,UK 10,Beige,Shoes,CLASSIC POLO.,Polo Shirts,man/clothing/polo-shirts
06053146-cf49-44c1-9528-3fdff877c1f7,Black,40,UK 10,Black,Shoes,"MOCCASIN ""WEEJUN LARSON""",LOAFERS,man/footwear/loafers
12601b0e-d3f1-42e4-92fb-5ebbef0d5a3a,Yellow,9½,UK 10,Yellow,Shoes,"""CONDER DYNEEMA"" SNEAKER",SNEAKERS,man/footwear/sneakers
e4103964-a6ef-4cf3-a616-2fb11b7ceea1,Ivory,M,UK 10,Off White,Clothing,SWEATSHIRT WITH HANDWRITTEN LOGO,Sweatshirts,unisex/clothing/sweatshirts
1bec0cfa-b06d-45cb-9a43-28f19f7bd132,,NOSIZE,NOSIZE,Unknown,,Eau de Parfum Serenity 100 ml,Fragrances,accessories/fragrances
45474a16-8af9-4a0b-8e02-59dd6a0d13d6,Black,5,UK 10,Black,Shoes,ZIPPER HOODIE,sweatshirts,man/clothing/sweatshirts
6f7fa162-725d-4200-bbc1-0a5929977584,Black,40,UK 10,Black,Shoes,MARY JANE LOAFER,LOAFERS,woman/footwear/loafers
57bca8f3-fa2e-4198-9787-7d6e9b26fa73,Black,40,UK 10,Black,Clothing,CASUAL SHIRT WITH ZIPPER,Shirts,man/clothing/shirts
0e68e982-32ff-4128-9974-2c8107a4d1b2,Yellow,8½,UK 10,Yellow,Shoes,"""CONDER DYNEEMA"" SNEAKER",SNEAKERS,man/footwear/sneakers
67be394c-0b63-4b61-8082-5c6e77a190a1,Yellow,10½,UK 10,Yellow,Shoes,"""CONDER DYNEEMA"" SNEAKER",SNEAKERS,man/footwear/sneakers
bc10fab5-dec0-4336-a213-290f34c2099b,beige,S,UK 10,Beige,Clothing,V-NECK WOOL VEST,Vests,woman/clothing/vests
9051324a-6580-480e-ba45-2b1f30c96a2f,Brown,40,UK 10,Brown,Shoes,TABI BOOT,BOOTS,man/footwear/boots
3eef5dd3-4a7f-4c30-a820-376113440bc7,Black,40,UK 6.5,Black,Shoes,SANDAL WITH TWO FLOWERS,HEELS,woman/footwear/heels
713ace89-e75f-46db-970e-1c2bc90d9151,Black,39,UK 6,Black,Shoes,SANDAL WITH TWO FLOWERS,HEELS,woman/footwear/heels
f5788983-713b-44f5-b5b7-44bb604a9942,Black,36½,UK 10,Black,Shoes,"SLINGBACK ""HUMMINGBIRD LITE""",HEELS,woman/footwear/heels
4a74e8d1-0c35-4539-9f9c-0fe908b15905,beige,40,UK 6.5,Beige,Clothing,COTTON AND SILK BLOUSON,shirts,woman/clothing/shirts
d01ad0e5-9e44-4427-9005-2dfaad45ded2,Black,50,UK 10,Black,Clothing,SHORT TRACK CASUAL,Shorts,man/clothing/shorts
92a1392d-a46f-46a7-ac82-4abd2d5519a2,Yellow,9,UK 10,Yellow,Shoes,"""CONDER DYNEEMA"" SNEAKER",SNEAKERS,man/footwear/sneakers
06b2b5de-6eb4-4490-8c7c-0651ca6d483f,beige,L,UK 10,Beige,Clothing,V-NECK WOOL VEST,Vests,woman/clothing/vests
90cf90b9-147f-4f6d-96e8-e7ccf8aa4bb0,beige,M,UK 10,Beige,Clothing,V-NECK WOOL VEST,Vests,woman/clothing/vests
90363976-feb6-439d-a46a-0f05b8a1ef13,Brown,42,UK 10,Brown,Shoes,TABI BOOT,BOOTS,man/footwear/boots
e9d57cac-5862-44bd-aba6-412e7fd1c40f,Brown,44,UK 10,Brown,Shoes,TABI BOOT,BOOTS,man/footwear/boots
481293de-23dc-4461-bde3-00d9ee5ea871,Ivory,38,UK 5,Off White,Clothing,HIGH WAIST BIKINI BOTTOMS,swimwear,woman/clothing/swimwear
d8e0c023-7dd4-4383-95f6-be1d8643dd69,Black,36,UK 10,Black,Clothing,CROCHET BRA DRESS,Dresses,woman/clothing/dresses
572d0bce-f8fe-4dcd-9533-b7b83a5911d0,Red,38,UK 5,Red,Clothing,ASYMMETRICAL DRAPED MIDI SKIRT,Skirts,woman/clothing/skirts
d8d7d005-5a84-467c-8cbe-c92ac2c5d353,White,42,UK 10,White,Clothing,CHIFFON SHIRT WITH BOW,shirts,woman/clothing/shirts
3864313b-15cf-4225-8895-3ab9f1a26791,Black,37½,UK 10,Black,Shoes,"SLINGBACK ""HUMMINGBIRD LITE""",HEELS,woman/footwear/heels
c3af5446-abb1-4b8f-b914-e74f42c3cd84,beige,44,UK 10,Beige,Clothing,WAXED LINEN SKIRT,Skirts,woman/clothing/skirts
30c7fcc0-df1b-4236-833e-e9f6314e2837,Black,37,UK 10,Black,Clothing,BALLERINA WITH FF BAGUETTE PATTERN,FLATS,woman/footwear/flats
4fc8bbec-7263-4683-abac-67da559948ce,Ivory,36,UK 3.5,Off White,Clothing,HIGH WAIST BIKINI BOTTOMS,swimwear,woman/clothing/swimwear
dfff4173-31f1-497e-b4a0-f0db978f8b3a,Black,38,UK 5,Black,Shoes,SANDAL WITH TWO FLOWERS,HEELS,woman/footwear/heels
2e52ce61-445d-40fb-b203-b5871c4cf165,Red,36,UK 3.5,Red,Clothing,ASYMMETRICAL DRAPED MIDI SKIRT,Skirts,woman/clothing/skirts
cf12aa9e-75e9-476d-8027-18c8609b9df4,MULTICOLOUR,42,S,Multi,Shoes,"PORTFINO ""YACHT"" SNEAKER",SNEAKERS,man/footwear/sneakers
d4077cc8-514f-4d91-97b4-8692d151995b,MULTICOLOUR,40,S,Multi,Shoes,"PORTFINO ""YACHT"" SNEAKER",SNEAKERS,man/footwear/sneakers
0b757864-6a2e-4bf8-9833-c818af4117ad,DENIM,42,UK 10,Multi,Clothing,"""LOOSE"" DENIM JEANS",Trousers,woman/clothing/trousers
efac7a20-f605-4293-9bb0-783fda4fda71,Ivory,40,UK 6.5,Off White,Clothing,FF SILK SKIRT,Skirts,woman/clothing/skirts
09f4cf18-06c1-437a-90a3-1002f9bbe9e4,White,41,UK 10,White,Shoes,PORTOFINO SNEAKER,SNEAKERS,woman/footwear/sneakers
e5f3ed9b-b43b-4200-b50b-f9547ef495a9,Black,36,UK 10,Black,Shoes,"SLINGBACK ""HUMMINGBIRD LITE""",HEELS,woman/footwear/heels
90696e6f-16d7-4657-a58b-8f7c1f2f7937,beige,42,UK 8,Beige,Clothing,COTTON AND SILK BLOUSON,shirts,woman/clothing/shirts
ee4d175b-3243-4ae3-a6f1-329b6ec2d8a0,Black,41,UK 10,Black,Shoes,LEATHER SANDAL,SANDALS,man/footwear/sandals
fb40973d-fdeb-4604-b081-6c3546737dfc,White,52,UK 10,White,Clothing,POLO WITH LOGO,Polo Shirts,man/clothing/polo-shirts
491dc411-9f6a-40ac-b56a-0538143e3b82,Black,40,UK 10,Black,Clothing,BALLERINA WITH FF BAGUETTE PATTERN,FLATS,woman/footwear/flats
911a9c94-01ca-41a4-8b04-d17559330602,Black,38,UK 10,Black,Clothing,BALLERINA WITH FF BAGUETTE PATTERN,FLATS,woman/footwear/flats
9ea4ca00-a5a4-49a1-b4f7-b0c94644e78e,White,48,UK 10,White,Clothing,POLO WITH LOGO,Polo Shirts,man/clothing/polo-shirts
35a7a851-c384-4f9b-a5aa-62ad9f4feb6b,beige,85,UK 10,Beige,Clothing,FF BELT,Belts,woman/accessories/belts
e34e59d5-6b65-4f88-be04-2ba10edc141c,White,50,UK 10,White,Clothing,POLO WITH LOGO,Polo Shirts,man/clothing/polo-shirts
253833c6-af7a-4478-8d6c-fb08c3263f3d,Black,UNI,UK 10,Black,Clothing,"HANDBAG ""MARLENE""",Handbags,woman/bags/handbags
73213386-1a11-4f74-8ab9-4c870f17ef70,MULTICOLOUR,45,S,Multi,Shoes,"PORTFINO ""YACHT"" SNEAKER",SNEAKERS,man/footwear/sneakers
d7c469a8-9f57-4b52-a4d4-30ed8eed27e3,Black,43,UK 10,Black,Shoes,LEATHER SANDAL,SANDALS,man/footwear/sandals
3543d9ba-fc5e-488d-a82a-5d682c2e3c80,Black,UNI,UK 10,Black,Clothing,"HANDBAG ""MARLENE""",Handbags,woman/bags/handbags
de8768d3-600c-4c44-93ab-7128b1250473,Black,36,UK 10,Black,Clothing,BALLERINA WITH FF BAGUETTE PATTERN,FLATS,woman/footwear/flats
aed4cc53-7448-42f7-b3eb-3eb199922356,Black,UNI,UK 10,Black,Clothing,LARGE CARD HOLDER,Wallets,woman/accessories/wallets
ec9be0e0-e7f8-48e2-9f88-ec534624d1d9,Pink,38,UK 10,Pink,Clothing,FF SILK SHIRT,shirts,woman/clothing/shirts
c1476097-266a-4bd3-9e90-ed54dfb64f44,MULTICOLOUR,42½,S,Multi,Shoes,"PORTFINO ""YACHT"" SNEAKER",SNEAKERS,man/footwear/sneakers
21552507-b315-4ed6-9643-fbfd4cbe78d7,MULTICOLOUR,42,UK 6,Multi,Clothing,PEONY AND ROSE PRINT CHARMEUSE LONGUETTE SKIRT,Skirts,woman/clothing/skirts
e92b1c7f-30a8-42f1-9042-60df4a24b574,MULTICOLOUR,40,UK 6,Multi,Clothing,PEONY AND ROSE PRINT CHARMEUSE LONGUETTE SKIRT,Skirts,woman/clothing/skirts
066957d9-1053-4930-a895-3e2baf28dfda,Bordeaux,UNI,UK 10,Multi,Clothing,"LARGE CARD HOLDER ""NAMEPLATE""",Wallets,woman/accessories/wallets
75d3650e-39d2-468b-ba80-d615447b1adc,Pink,40,UK 10,Pink,Clothing,FF SILK SKIRT,Skirts,woman/clothing/skirts
ce424fb8-3708-4c3c-b3e1-6cbcb56a6646,Black,38½,UK 10,Black,Clothing,BALLERINA WITH FF BAGUETTE PATTERN,FLATS,woman/footwear/flats
f9b6ef35-4265-4259-bc40-041ba915ed68,White,50,UK 10,White,Clothing,POLO WITH LOGO,Polo Shirts,man/clothing/polo-shirts
04d30803-502d-4fe3-ad6e-a39344a7c92e,beige,90,UK 10,Beige,Clothing,FF BELT,Belts,woman/accessories/belts
5a9ce038-bd8f-4b0a-a138-2678b204500e,Pink,40,UK 10,Pink,Clothing,FF SILK SHIRT,shirts,woman/clothing/shirts
5852351b-e52f-4533-b3f4-4862c8d1471d,MULTICOLOUR,43,S,Multi,Shoes,"PORTFINO ""YACHT"" SNEAKER",SNEAKERS,man/footwear/sneakers
fdb388b9-5769-45ce-b799-161e3ecfe26f,MULTICOLOUR,43½,S,Multi,Shoes,"PORTFINO ""YACHT"" SNEAKER",SNEAKERS,man/footwear/sneakers
0e0495c9-2a55-40fe-83bd-c4e1422d6308,White,39,UK 10,White,Shoes,PORTOFINO SNEAKER,SNEAKERS,woman/footwear/sneakers
1e2f5080-9086-48fb-96ca-f77cf130cbba,White,38½,UK 10,White,Shoes,PORTOFINO SNEAKER,SNEAKERS,woman/footwear/sneakers
aec369e0-db97-4779-8ab2-c3f8b235eab6,White,36,UK 10,White,Shoes,PORTOFINO SNEAKER,SNEAKERS,woman/footwear/sneakers
1fc5feda-5f44-412d-a0c6-117d44024cf6,White,38,UK 10,White,Shoes,PORTOFINO SNEAKER,SNEAKERS,woman/footwear/sneakers
4ea7203d-1290-4072-b469-a0617fa8ecd6,White,M,UK 10,White,Clothing,"COTTON ""OVER"" TANK TOP",tops,man/clothing/tops
01d9da76-cd33-46ba-9e69-2bdf46859647,White,40,UK 10,White,Shoes,PORTOFINO SNEAKER,SNEAKERS,woman/footwear/sneakers
bbf688dd-63df-415c-85d6-20b33cc4efbc,White,37,UK 10,White,Shoes,PORTOFINO SNEAKER,SNEAKERS,woman/footwear/sneakers
46a387e0-f860-440f-adac-d22214dbac43,MULTICOLOUR,41,UK 10,Multi,Clothing,SHIRT WITH LOGO PLAQUE,Shirts,man/clothing/shirts
1a6210b8-7e0c-4de7-b970-fe6eb4220965,Grey,40,UK 10,Grey,Clothing,WOOL MIDI SKIRT,Skirts,woman/clothing/skirts
90662417-b22b-4b96-a10d-29031deda24d,White,40,UK 10,White,Shoes,PORTOFINO SNEAKER,SNEAKERS,woman/footwear/sneakers
022d2f95-6f81-4495-8e80-f02966656ea2,White,39,UK 10,White,Shoes,PORTOFINO SNEAKER,SNEAKERS,woman/footwear/sneakers
0921e23c-0037-417b-a4c8-164ae0ae7047,Nude,40,UK 10,Nude,Clothing,TULLE SKIRT WITH EMBROIDERY,Skirts,woman/clothing/skirts
c0b9959f-65dc-425b-844f-253dbb9a797e,White,L,UK 10,White,Clothing,"COTTON ""OVER"" TANK TOP",tops,man/clothing/tops
a42dda2f-de20-4746-9906-5b5794997189,White,37½,UK 10,White,Shoes,PORTOFINO SNEAKER,SNEAKERS,woman/footwear/sneakers
e5f5558f-abe5-4091-b376-e89e67d84125,White,41,UK 10,White,Shoes,PORTOFINO SNEAKER,SNEAKERS,woman/footwear/sneakers
cc238eda-c42f-4dc2-ace7-00b72b5d4852,White,35,UK 10,White,Shoes,PORTOFINO SNEAKER,SNEAKERS,woman/footwear/sneakers
b12da25a-8c46-4767-b296-1545b804fbd8,White,UNI,UK 10,White,Clothing,BY THE WAY SADDLE BAG MEDIUM,Shoulder bags,woman/bags/shoulder-bags
6576af65-dbec-40d9-a7c7-a28374dbac30,White,38,UK 10,White,Shoes,PORTOFINO SNEAKER,SNEAKERS,woman/footwear/sneakers
12de268f-930e-4bb5-926e-f336ce0414e7,White,36,UK 10,White,Shoes,PORTOFINO SNEAKER,SNEAKERS,woman/footwear/sneakers
ba4e8071-dff7-4c96-9d24-6b3507bfb6ea,Ivory,50,UK 10,Off White,Clothing,COTTON T-SHIRT WITH PLAQUE,T-Shirts,man/clothing/t-shirts
c42a523a-d600-4fe0-a6de-940f37db5623,Ivory,48,UK 10,Off White,Clothing,COTTON T-SHIRT WITH PLAQUE,T-Shirts,man/clothing/t-shirts
63edcbd0-4b46-42f9-a9a4-380e2c6cc070,Black,44,UK 8,Black,Clothing,SINGLE-BREASTED TWEED BOUCLÉ SHORT JACKET,Jackets,woman/clothing/jackets
84743c95-2c4a-4541-b3b4-8c3dd0e3303f,Black,UNI,UK 10,Black,Clothing,MEDIUM SHOPPING BAG,Handbags,man/bags/handbags
d52ecd6e-b787-48a2-8c14-9831abddd6cc,Black,40,UK 10,Black,Clothing,WOOL DRESS WITH EMBROIDERY,Dresses,woman/clothing/dresses
15a865bd-19ad-47f3-94ee-06179edf919d,White,38½,UK 10,White,Shoes,PORTOFINO SNEAKER,SNEAKERS,woman/footwear/sneakers
6a2f5970-e2f1-4583-ba34-1f76aa567010,White,37,UK 10,White,Shoes,PORTOFINO SNEAKER,SNEAKERS,woman/footwear/sneakers
2bc6c9f7-c908-4648-bb16-212de5263fea,Black,37,UK 10,Black,Shoes,PATENT LEATHER SLINGBACK,HEELS,woman/footwear/heels
734b8e94-4c5d-40cb-ba13-e5428089a05a,Black,48,UK 13,Black,Clothing,COTTON CARGO BERMUDA SHORTS,Trousers,man/clothing/trousers
470780d6-2ec9-4515-8b7f-0ee0d3f2bb47,Silver,40,UK 10,Silver,Shoes,"SLINGBACK ""STEFY""",HEELS,woman/footwear/heels
69681cf8-4728-49bb-9237-b60bdf1b870b,Silver,37,UK 10,Silver,Shoes,"SLINGBACK ""STEFY""",HEELS,woman/footwear/heels
05dc994e-0ad9-4bb2-81c3-44f0fe2719bd,Black,40,UK 10,Black,Shoes,"SANDALO ""PIN""",FLATS,woman/footwear/flats
847f86aa-f725-4f8a-ba64-9f1867bd8526,Blue,XL,UK 10,Blue,Clothing,FLAMED COTTON T-SHIRT,T-Shirts,man/clothing/t-shirts
e5bd85f2-3944-4e74-afee-d2005888a8c0,Blue,L,UK 10,Blue,Clothing,FLAMED COTTON T-SHIRT,T-Shirts,man/clothing/t-shirts
f07f02d9-41bf-4699-9bb9-346a392b6bfe,White,36½,UK 10,White,Shoes,PORTOFINO SNEAKER,SNEAKERS,woman/footwear/sneakers
d01986c4-b502-4d8f-8f68-961fde46d0b1,Black,40,UK 8,Black,Clothing,SINGLE-BREASTED TWEED BOUCLÉ SHORT JACKET,Jackets,woman/clothing/jackets
5e8ab04a-cb92-43ee-9103-2b0a46ea2bcc,MULTICOLOUR,UNI,UK 10,Multi,Clothing,"""CITY MARLENE"" BAG",Shoulder bags,woman/bags/shoulder-bags
4d2b581e-740d-4959-91fa-8a196d4b7aa2,Black,38,UK 10,Black,Shoes,PATENT LEATHER SLINGBACK,HEELS,woman/footwear/heels
2d325601-47bb-498c-9eeb-b9a90cce181f,Black,38½,UK 10,Black,Shoes,PATENT LEATHER SLINGBACK,HEELS,woman/footwear/heels
d2e1e5e2-c0bf-4343-a280-1d69817c1085,Black,36,UK 10,Black,Shoes,PATENT LEATHER SLINGBACK,HEELS,woman/footwear/heels
ad59afa2-a5a4-4ee6-94f9-ce5164f2532b,White,S,UK 10,White,Clothing,"COTTON ""OVER"" TANK TOP",tops,man/clothing/tops
331b6c43-2257-4d51-aa5d-376810c1c8a6,Black,36,UK 10,Black,Shoes,SLINGBACK WITH EMBROIDERY,HEELS,woman/footwear/heels
e2f4b33e-ad76-46b9-b609-6b0840792bae,Ivory,44,S,Off White,Clothing,CASHMERE AND SILK CARDIGAN,shirts,woman/clothing/shirts
14e6099a-834a-4a53-8652-7ea770e371cf,Silver,37½,UK 10,Silver,Shoes,"SLINGBACK ""STEFY""",HEELS,woman/footwear/heels
5ffeaccc-4a75-4a5e-863b-b69e43f6f7a0,Black,39,UK 10,Black,Shoes,PATENT LEATHER SLINGBACK,HEELS,woman/footwear/heels
98c60623-e234-4afa-8ddb-017322e7fb0b,Black,52,UK 3,Black,Clothing,COTTON CARGO BERMUDA SHORTS,Trousers,man/clothing/trousers
56530d08-08e6-4438-ae7a-fc714c822ed5,Fuchsia,38½,UK 5,Multi,Shoes,"SANDAL ""STEFY""",HEELS,woman/footwear/heels
6b2b0c4a-c5e8-4dc9-8d3d-df925545ff78,Silver,36,UK 10,Silver,Shoes,"SLINGBACK ""STEFY""",HEELS,woman/footwear/heels
286b24a8-561c-43c5-82d4-829f7809cdd7,Baby blue,XL,L,Blue,Clothing,"""MACKINACK"" POLO SHIRT",Polo Shirts,man/clothing/polo-shirts
6009c43c-1f68-4118-ba99-9ffb462cf73f,Baby blue,L,L,Blue,Clothing,"""MACKINACK"" POLO SHIRT",Polo Shirts,man/clothing/polo-shirts
b94ba172-ac03-4f01-a03c-4971fa0423cb,orange,6,UK 10,Orange,Shoes,"SANDAL ""MANDY""",FLATS,woman/footwear/flats
1e78db71-2f4f-4bb8-94c2-55509053eb73,Black,50,XXL,Black,Clothing,COTTON CARGO BERMUDA SHORTS,Trousers,man/clothing/trousers
9da01f19-5af4-430c-8281-8b52084ddc5d,Ivory,40,S,Off White,Clothing,CASHMERE AND SILK CARDIGAN,shirts,woman/clothing/shirts
10928dec-6940-4c23-8b22-d2b2d7ad5ae6,Silver,39,UK 10,Silver,Shoes,"SLINGBACK ""STEFY""",HEELS,woman/footwear/heels
e196f371-4a86-4bf4-a448-0ba33acce476,Baby blue,M,L,Blue,Clothing,"""MACKINACK"" POLO SHIRT",Polo Shirts,man/clothing/polo-shirts
2632d9be-fbf8-40e9-b27a-51ef73a0722b,Blue,S,S,Blue,Clothing,METALLIC KNIT JACKET,Sweaters,woman/clothing/sweaters
aba70f4d-2ba1-4a9f-95f1-16caa299f962,orange,7½,UK 10,Orange,Shoes,"SANDAL ""MANDY""",FLATS,woman/footwear/flats
dc7773ef-aa61-4bdc-9dd9-c15763313d89,Black,39,UK 10,Black,Shoes,"SANDALO ""PIN""",FLATS,woman/footwear/flats
6edc3306-5f36-468f-a04b-599a11fd7a74,Black,L,UK 10,Black,Clothing,"CROPPED POLO SHIRT ""TWIST""",POLO SHIRTS,woman/clothing/polo-shirts
ca91836d-46bb-4345-b2f0-5bf1f96caf1e,Blue,L,S,Blue,Clothing,METALLIC KNIT JACKET,Sweaters,woman/clothing/sweaters
dd2fc3f6-1323-4ab4-b30c-5de5130d6bcf,Black,UNI,UK 10,Black,Clothing,"""BRYANT SMALL"" CONVERTIBLE CLUTCH BAG",Shoulder bags,woman/bags/shoulder-bags
e3bec6a7-4606-49a5-bfe1-5c26468047d8,Black,UNI,,Black,Clothing,SMALL LEATHER BUCKET BAG,Shoulder bags,woman/bags/shoulder-bags
d102b272-26c9-49e4-8ca5-b5dcfb57af16,Black,38,UK 10,Black,Shoes,"SANDALO ""PIN""",FLATS,woman/footwear/flats
d0ee831b-924c-4793-a1e6-fdfa3d2103f8,Black,37,UK 10,Black,Shoes,"SANDALO ""PIN""",FLATS,woman/footwear/flats
5f6c8166-577f-4d62-8cae-0a078bf266f9,Blue,M,UK 10,Blue,Clothing,FLAMED COTTON T-SHIRT,T-Shirts,man/clothing/t-shirts
1bbf04ec-faac-4d4e-8826-0acd59481b26,beige,30,M,Beige,Clothing,cargo pants with belt,Trousers,man/clothing/trousers
4a9fd81e-de6a-40b3-8449-d9cc431ddf4a,Baby blue,35,UK 10,Blue,Shoes,"""WINDSPIN"" LOW SNEAKER",SNEAKERS,woman/footwear/sneakers
97e9d538-baf5-4cdb-b4c6-4ab4c302064a,Baby blue,39,UK 10,Blue,Shoes,"""WINDSPIN"" LOW SNEAKER",SNEAKERS,woman/footwear/sneakers
4c63ef7d-35cb-4f5a-886a-3fe3e5962c03,Black,37,UK 4,Black,Shoes,"DÉCOLLETÉ ""D-TEN&HALF P""",HEELS,woman/footwear/heels
9f9d2c2c-1bbc-48cc-a1f4-d81869ca3ab6,Black,36,UK 10,Black,Shoes,"SANDALO ""PIN""",FLATS,woman/footwear/flats
3f2baa18-78d2-465b-874d-795bc5fdfee7,Black,M,UK 10,Black,Clothing,"CROPPED POLO SHIRT ""TWIST""",POLO SHIRTS,woman/clothing/polo-shirts
3aea012c-9a2f-4af4-84d2-24a77d99d756,beige,32,L,Beige,Clothing,cargo pants with belt,Trousers,man/clothing/trousers
84503934-b9cd-4387-aa7f-eb4c24036ad0,Baby blue,38,UK 10,Blue,Shoes,"""WINDSPIN"" LOW SNEAKER",SNEAKERS,woman/footwear/sneakers
821e6d7a-aa8f-4900-a98b-05371fc35615,Black,L,UK 10,Black,Clothing,T-SHIRT WITH LOGO,t-shirts,woman/clothing/t-shirts
31c80fbb-49f2-48f5-b087-d803af126c7e,Black,36,UK 3.5,Black,Shoes,"DÉCOLLETÉ ""D-TEN&HALF P""",HEELS,woman/footwear/heels
f195b855-c2db-4c85-b3ca-5875795c1555,Yellow,38,UK 10,Yellow,Shoes,"""WINDSPIN"" LOW SNEAKER",SNEAKERS,woman/footwear/sneakers
c88d3111-15d5-4216-bc73-e3c1ca2ced09,Yellow,35,UK 10,Yellow,Shoes,"""WINDSPIN"" LOW SNEAKER",SNEAKERS,woman/footwear/sneakers
4f77591a-af7e-4ab3-9f91-70f4c82876b3,Grey,36,UK 10,Grey,Shoes,"""WINDSPIN"" LOW SNEAKER",SNEAKERS,woman/footwear/sneakers
1100ddc4-80b4-4f11-ad3b-4a1bb33b0968,Grey,35,UK 10,Grey,Shoes,"""WINDSPIN"" LOW SNEAKER",SNEAKERS,woman/footwear/sneakers
5357b5fb-896e-4d4c-be43-06cfa963b615,Pink,S,UK 10,Pink,Clothing,WOOL JERSEY.,Sweaters,woman/clothing/sweaters
85006f0b-828f-4a45-b14a-b3357a8bc843,Silver,7½,UK 10,Silver,Shoes,"ESPADRILLE ""LYNN""",FLATS,woman/footwear/flats
c5ba7864-d653-428d-8167-9488ce9e063b,Black,S,UK 10,Black,Clothing,"CROPPED POLO SHIRT ""TWIST""",POLO SHIRTS,woman/clothing/polo-shirts
28c2e37d-ce45-4fff-af6f-5768d69dd42d,beige,34,L,Beige,Clothing,cargo pants with belt,Trousers,man/clothing/trousers
904d3b80-1e8f-4ad5-9073-38738587c3d1,beige,31,M,Beige,Clothing,cargo pants with belt,Trousers,man/clothing/trousers
2d10dc00-be17-4819-a253-906c94c87d7e,Baby blue,37,UK 10,Blue,Shoes,"""WINDSPIN"" LOW SNEAKER",SNEAKERS,woman/footwear/sneakers
31239624-948f-443f-bceb-baa1387a7405,Black,38,UK 5,Black,Shoes,"DÉCOLLETÉ ""D-TEN&HALF P""",HEELS,woman/footwear/heels
a02a611c-7887-493b-9fca-b50cf0b8081f,Yellow,39,UK 10,Yellow,Shoes,"""WINDSPIN"" LOW SNEAKER",SNEAKERS,woman/footwear/sneakers
3ff926e5-81a6-4c0e-a57f-00c95bc57b75,White,42,UK 10,White,Clothing,CAMEO LOGO T-SHIRT,t-shirts,woman/clothing/t-shirts
3749f206-eb40-4e17-884d-eda60f3aa7ac,Pink,M,UK 10,Pink,Clothing,WOOL JERSEY.,Sweaters,woman/clothing/sweaters
3edab4ac-9cb4-4573-840f-aecd4773cb3e,Silver,6½,UK 10,Silver,Shoes,"ESPADRILLE ""LYNN""",FLATS,woman/footwear/flats
41df89d2-e89e-4734-bd3b-c1205fe77e10,Black,37,UK 10,Black,Shoes,LACE-UP BOOT,BOOTS,woman/footwear/boots
