id,variant_color,variant_size,normalized_size,normalized_color,size_type,product_name,category_name,category_path
ae44f489-7144-4826-997e-99dbc96fb7e1,White,36,UK 3.5,White,,Givenchy White cotton shirt,Shirts,women/clothing/shirts
79b41a3b-a7b2-4615-832e-3f21b3399551,White,38,UK 3.5,White,,Givenchy White cotton shirt,Shirts,women/clothing/shirts
d0114f58-66a7-4d4d-9090-1662c45ada73,Black,36,UK 3.5,Black,,MM6 Maison Margiela Flat shoes Black,Flat Shoes,women/shoes/flat-shoes
c62681cd-2daf-43a1-b2d9-47537ff7137f,Black,37,UK 3.5,Black,,MM6 Maison Margiela Flat shoes Black,Flat Shoes,women/shoes/flat-shoes
0286c784-7987-4f26-b6a3-9dd5cdcc67ba,Black,37.5,UK 3.5,Black,,MM6 Maison Margiela Flat shoes Black,Flat Shoes,women/shoes/flat-shoes
f0b61781-b51a-4acd-8460-2e578b5a1fd2,Black,40,UK 6.5,Black,,Dolce & Gabbana Dolce&Gabbana Black satin bustier dress,Dresses,women/clothing/dresses
acf079f3-30a2-41b0-a435-6641235170a4,Black,44,UK 6.5,Black,,Dolce & Gabbana Dolce&Gabbana Black satin bustier dress,Dresses,women/clothing/dresses
f358228d-9999-4da2-b54f-022736b9f668,Black,36,UK 3.5,Black,,Acne Studios Black satin dress with scarf,Dresses,women/clothing/dresses
56eed9a8-c69c-46b6-8a40-25ff36bbe446,Black,38,UK 3.5,Black,,Acne Studios Black satin dress with scarf,Dresses,women/clothing/dresses
1b54cd29-ecde-4906-a843-19746db28327,White,39,UK 6,White,,Maison Margiela Sneakers White,Sneakers,men/shoes/sneakers
f0a9d80e-9886-44e0-ab1e-0a256de58da8,White,40,UK 6,White,,Maison Margiela Sneakers White,Sneakers,men/shoes/sneakers
c8b5a1a7-6b31-4ffa-be6f-e3607554eec7,White,40.5,UK 6,White,,Maison Margiela Sneakers White,Sneakers,men/shoes/sneakers
f1348704-987c-4323-9310-4ffe3ca3f237,White,41,UK 6,White,,Maison Margiela Sneakers White,Sneakers,men/shoes/sneakers
b1ff0590-f0f2-47b0-ad98-d7a7957945b5,Black,42,UK 6.5,Black,,Sportmax Black mini skirt in wool,Skirts,women/clothing/skirts
b6ad4c88-1929-400a-9eea-87a12ad64412,Black,36,UK 6,Black,,Maison Margiela Flat shoes Black,Flat Shoes,women/shoes/flat-shoes
92d0d631-dbbb-4be0-8e1e-885d9fefde3d,Black,37,UK 6,Black,,Maison Margiela Flat shoes Black,Flat Shoes,women/shoes/flat-shoes
6addf089-2819-4de6-8d46-441f1a0b0a38,Black,37.5,UK 6,Black,,Maison Margiela Flat shoes Black,Flat Shoes,women/shoes/flat-shoes
5dc20aa8-32f1-4fbe-a20e-866e2a8e1805,Black,38,UK 6,Black,,Maison Margiela Flat shoes Black,Flat Shoes,women/shoes/flat-shoes
b86a0afc-8cf6-425c-b503-6a22dba85cd3,Black,38.5,UK 6,Black,,Maison Margiela Flat shoes Black,Flat Shoes,women/shoes/flat-shoes
e7a3fa44-b5ef-43d8-bebd-3bafe6929869,Black,1,,Black,,Zimmermann Cut-out swimsuit,Beachwear & underwear,women/clothing/beachwear-underwear
d51ab6e7-e5b2-49df-87f0-f2ea818c7adc,White,41.5,UK 6,White,,Maison Margiela Sneakers White,Sneakers,men/shoes/sneakers
8fb8e378-adfb-45f1-a56e-2421f0e3c427,ANIMALIER,10,UK 10,Multi,Shoes,STRAIGHT FIT PANTS,Trousers,woman/clothing/trousers
08c54317-f879-46ad-82a0-ebb80b8c56cc,White,42,UK 6,White,,Maison Margiela Sneakers White,Sneakers,men/shoes/sneakers
f5891d82-cc47-439f-a1d5-365ea49227e5,White,42.5,UK 6,White,,Maison Margiela Sneakers White,Sneakers,men/shoes/sneakers
1f718629-8aae-4477-8c06-2db16913202e,White,43,UK 6,White,,Maison Margiela Sneakers White,Sneakers,men/shoes/sneakers
49c8b525-d64b-4e80-8cec-b3693dfa1f0a,White,44,UK 6,White,,Maison Margiela Sneakers White,Sneakers,men/shoes/sneakers
45b02813-3057-4687-b52d-f0de9bb59c47,White,45,UK 6,White,,Maison Margiela Sneakers White,Sneakers,men/shoes/sneakers
96f84cb7-850c-4316-a2f7-1e05e11432a6,Black,39,UK 6,Black,,Maison Margiela Flat shoes Black,Flat Shoes,women/shoes/flat-shoes
eec61ef4-ef9d-4b09-bfcc-5173b4e7a98b,Black,40,UK 6,Black,,Maison Margiela Flat shoes Black,Flat Shoes,women/shoes/flat-shoes
42bea9a5-a526-42e5-a948-942da55d7bb4,Black,L,L,Black,,Maison Margiela Tabi knee-high socks,Beachwear & underwear,men/clothing/beachwear-underwear
fa831e74-8e6a-46a1-b75f-1d4715ddcfb9,Black,M,L,Black,,Maison Margiela Tabi knee-high socks,Beachwear & underwear,men/clothing/beachwear-underwear
e8f74421-12e1-45d4-bfb0-90c0e54f6ca8,Black,S,L,Black,,Maison Margiela Tabi knee-high socks,Beachwear & underwear,men/clothing/beachwear-underwear
7c3a1e7f-8730-445e-bba0-ea02c20600be,Blue,L,L,Blue,,Emporio Armani Linen trousers,Trousers,men/clothing/trousers
4c88c869-9001-4a99-9e40-f5f50290c69b,Blue,M,L,Blue,,Emporio Armani Linen trousers,Trousers,men/clothing/trousers
f89aa89c-26bf-4bee-a589-ce73bd676520,Blue,S,L,Blue,,Emporio Armani Linen trousers,Trousers,men/clothing/trousers
5deb365a-a3b5-4a70-acdf-1a22cf53f40f,White,35,UK 3,White,,Maison Margiela Sneakers White,Sneakers,women/shoes/sneakers
a0a58c27-367e-4f02-a8c3-b864414fab64,White,36,UK 3,White,,Maison Margiela Sneakers White,Sneakers,women/shoes/sneakers
1d3df248-a91a-42f7-8ea4-f6aed2e991be,White,36.5,UK 3,White,,Maison Margiela Sneakers White,Sneakers,women/shoes/sneakers
52d34896-1f56-48d8-9f40-296fb81a80d2,White,37,UK 3,White,,Maison Margiela Sneakers White,Sneakers,women/shoes/sneakers
80441fec-d0eb-4ed6-b97a-c2c224a58786,White,37.5,UK 3,White,,Maison Margiela Sneakers White,Sneakers,women/shoes/sneakers
78442fbe-ce81-459c-9e64-1906d1d37d4b,White,38,UK 3,White,,Maison Margiela Sneakers White,Sneakers,women/shoes/sneakers
bd702816-8cca-428c-a89e-bd55f5616516,White,38.5,UK 3,White,,Maison Margiela Sneakers White,Sneakers,women/shoes/sneakers
6ad9d17f-fab2-4e4a-8a95-2ee6bdcd8142,White,39,UK 3,White,,Maison Margiela Sneakers White,Sneakers,women/shoes/sneakers
c177f07d-f9e8-4f00-9eb0-f3f9b9327f97,White,40,UK 3,White,,Maison Margiela Sneakers White,Sneakers,women/shoes/sneakers
54642f6c-1b2b-4ad8-8034-3ac2831790e9,Clear Blue,36,UK 3.5,Blue,,Maison Margiela Straight jeans,Jeans,women/clothing/jeans
204412e5-ca28-43f0-be31-4d7af30f0a8e,Clear Blue,38,UK 3.5,Blue,,Maison Margiela Straight jeans,Jeans,women/clothing/jeans
90176304-1bf2-4ba9-b010-447f58955919,Clear Blue,40,UK 3.5,Blue,,Maison Margiela Straight jeans,Jeans,women/clothing/jeans
7fc862a7-364b-4da1-8798-4f483444a219,Clear Blue,42,UK 3.5,Blue,,Maison Margiela Straight jeans,Jeans,women/clothing/jeans
8bdef4e6-93b8-4142-8bca-6c6d0149a859,Black,38,UK 3.5,Black,,MM6 Maison Margiela Flat shoes Black,Flat Shoes,women/shoes/flat-shoes
2261bab1-2fa2-4ad2-999a-2f6c342b874e,Black,38.5,UK 3.5,Black,,MM6 Maison Margiela Flat shoes Black,Flat Shoes,women/shoes/flat-shoes
411c12aa-d429-409a-aadc-89a89764ae4f,Black,39,UK 3.5,Black,,MM6 Maison Margiela Flat shoes Black,Flat Shoes,women/shoes/flat-shoes
268bdfd6-b500-4c15-9fa1-87068f891120,Black,40,UK 3.5,Black,,MM6 Maison Margiela Flat shoes Black,Flat Shoes,women/shoes/flat-shoes
7604b50e-c575-4db9-8b1e-8b324ece150e,White,36,UK 3.5,White,,MM6 Maison Margiela Boots White,Boots,women/shoes/boots
cf4e2755-295c-4105-8caa-d3e605873ba1,Blue,S,S,Blue,Clothing,"""SAMMY OB TOWELLING"" T-SHIRT",T-Shirts,man/clothing/t-shirts
426a4d6d-3cfe-493b-aa75-ebab67ecfc14,Grey,38,UK 9,Grey,,Emporio Armani Jackets Grey,Jackets,women/clothing/jackets
7d566d39-31f9-4da1-af3e-b035903b9398,Grey,40,UK 9,Grey,,Emporio Armani Jackets Grey,Jackets,women/clothing/jackets
a19b7410-7ecf-43b3-a01d-4eebb8f3e855,Grey,42,UK 9,Grey,,Emporio Armani Jackets Grey,Jackets,women/clothing/jackets
dbcf9b44-814f-4e01-9389-2b0db3ed265d,Grey,44,UK 9,Grey,,Emporio Armani Jackets Grey,Jackets,women/clothing/jackets
20eaf55d-14d2-439d-8d5a-ebcd97ece952,Grey,46,UK 9,Grey,,Emporio Armani Jackets Grey,Jackets,women/clothing/jackets
727a7222-3c6f-4fa2-89c5-b0bf30128c2e,Black,UNI,UK 5,Black,,MM6 Maison Margiela Japanese small handbag,Handbag,women/bags/handbag
9797b3f6-6cc4-4081-9d21-9ba39d08c225,White,37,UK 3.5,White,,MM6 Maison Margiela Boots White,Boots,women/shoes/boots
1c16ea77-6f8d-44df-b613-27b59a0d3d45,White,37.5,UK 3.5,White,,MM6 Maison Margiela Boots White,Boots,women/shoes/boots
df76f1d1-3c36-495c-9f10-23b10738e51d,White,38,UK 3.5,White,,MM6 Maison Margiela Boots White,Boots,women/shoes/boots
8300fefa-04e0-4b8c-85c7-676b1cff94f3,White,38.5,UK 3.5,White,,MM6 Maison Margiela Boots White,Boots,women/shoes/boots
52b7fdcb-de29-480c-9331-21fa652c9f82,White,39,UK 3.5,White,,MM6 Maison Margiela Boots White,Boots,women/shoes/boots
54b590ca-8111-46b9-92e3-56fb00260c77,White,37½,UK 5,White,Shoes,SANDALS WITH ANIMAL PRINT,HEELS,woman/footwear/heels
dd19954d-b344-4ce5-8d81-1f390267a0f8,White,40,UK 3.5,White,,MM6 Maison Margiela Boots White,Boots,women/shoes/boots
9efe3cc8-501b-45d5-a3c6-4ad894072bd0,Black,UNI,UK 13,Black,,Emporio Armani 032C Silk blend scarf,Scarves Hats & Gloves,men/accessories/scarves-hats-gloves
01c074a5-6677-474e-ae53-a2d9c2b37f18,Clear Blue,36,UK 3.5,Blue,,Maison Margiela Décortiqué wide-leg jeans,Jeans,women/clothing/jeans
c2e11e42-a7a5-4987-9733-95f1cd25197e,Clear Blue,38,UK 3.5,Blue,,Maison Margiela Décortiqué wide-leg jeans,Jeans,women/clothing/jeans
505e6ad6-7155-4710-8690-b4cf2ad1f268,Clear Blue,40,UK 3.5,Blue,,Maison Margiela Décortiqué wide-leg jeans,Jeans,women/clothing/jeans
d516641c-db0d-40a8-9804-c4c2a4cdac66,Black,2,,Black,,Zimmermann Cut-out swimsuit,Beachwear & underwear,women/clothing/beachwear-underwear
745c2274-923b-4be0-ab09-fbfc3849fba9,Black,36,UK 3.5,Black,,MM6 Maison Margiela Boots Black,Boots,women/shoes/boots
34229887-942a-4c55-89ec-13664fa27adb,Black,37,UK 3.5,Black,,MM6 Maison Margiela Boots Black,Boots,women/shoes/boots
0d26f1cb-9860-47d0-930e-7478a56146e3,Black,37.5,UK 3.5,Black,,MM6 Maison Margiela Boots Black,Boots,women/shoes/boots
65df4401-6d78-4d4d-8d7c-94b32031fadc,Black,38,UK 3.5,Black,,MM6 Maison Margiela Boots Black,Boots,women/shoes/boots
6ef79314-184e-4596-bce3-971de2800d06,Black,2,UK 10,Black,,Zimmermann Wire Front bikini,Beachwear & underwear,women/clothing/beachwear-underwear
b29ff93a-8a56-472f-910b-739e8ec69299,Black,S,L,Black,,MM6 Maison Margiela Trousers Black,Trousers,women/clothing/trousers
c00c5e0f-5ee6-408b-8123-448ca1c2d479,Black,XS,L,Black,,MM6 Maison Margiela Trousers Black,Trousers,women/clothing/trousers
24516be4-39af-4002-bab5-abb68daf80b1,Black,M,M,Black,,MM6 Maison Margiela Trousers Black,Trousers,women/clothing/trousers
eec78294-6af5-4ba1-af49-745f3740c7f5,Black,S,M,Black,,MM6 Maison Margiela Trousers Black,Trousers,women/clothing/trousers
0d6260d7-c3a6-41e1-8df7-d197bc9d8c47,Black,XS,M,Black,,MM6 Maison Margiela Trousers Black,Trousers,women/clothing/trousers
62d92b49-3f05-4570-aac2-207d72c988ff,Blue,L,L,Blue,,Maison Margiela Elbow-patch wool sweater,Topwear,men/clothing/topwear
e615e29a-2b7d-4703-97d6-19dfcd842c20,Blue,M,L,Blue,,Maison Margiela Elbow-patch wool sweater,Topwear,men/clothing/topwear
2633e8eb-183c-4350-92a6-7914a3318ce5,Black,3,UK 10,Black,,Zimmermann Wire Front bikini,Beachwear & underwear,women/clothing/beachwear-underwear
0dab5715-db22-46fa-9b01-9104f8062498,Brown,56,UK 13,Brown,,Emporio Armani Pure linen trousers,Trousers,men/clothing/trousers
6e8d2855-5c53-4375-8e32-9e979fcf1b9a,Clear Blue,42,UK 3.5,Blue,,Maison Margiela Décortiqué wide-leg jeans,Jeans,women/clothing/jeans
dd71cb25-2c7d-4af5-a649-b379d3c971ac,Black,L,L,Black,,MM6 Maison Margiela Trousers Black,Trousers,men/clothing/trousers
b0c3bf43-7eb1-43a5-a40a-784471dbc4e7,Black,M,L,Black,,MM6 Maison Margiela Trousers Black,Trousers,men/clothing/trousers
841d50e7-4d69-450a-afb4-b69d71c990c2,Black,S,L,Black,,MM6 Maison Margiela Trousers Black,Trousers,men/clothing/trousers
6d3ccd78-a40a-4f68-93ed-832dff58f88b,Multicolor,42,UK 8,Multi,,ETRO Gonna plissettata a fantasia,Skirts,women/clothing/skirts
dc05ed3c-01a6-425d-a4c0-9be45a50a7be,Multicolor,40,UK 8,Multi,,ETRO Gonna plissettata a fantasia,Skirts,women/clothing/skirts
dbdefaf5-ca9c-40a4-8c08-e306eb439fad,Black,L,L,Black,,MM6 Maison Margiela Sweaters Black,Topwear,women/clothing/topwear
cd33e540-7961-4ab8-a49b-b2e0a6aa9fd4,Black,38.5,UK 3.5,Black,,MM6 Maison Margiela Boots Black,Boots,women/shoes/boots
da1ddd8e-9bfd-4c8f-9a82-9c27d1dc3803,Black,39,UK 3.5,Black,,MM6 Maison Margiela Boots Black,Boots,women/shoes/boots
c88a2b14-4661-40ad-862e-a45e836d01dd,Black,40,UK 3.5,Black,,MM6 Maison Margiela Boots Black,Boots,women/shoes/boots
96ff3420-1bb1-4538-a624-87641c7f202c,Black,41,UK 3.5,Black,,MM6 Maison Margiela Boots Black,Boots,women/shoes/boots
ca4ec116-7ed2-4fa3-9413-2f848a91ba8e,Dark brown,L,L,Brown,,Maison Margiela Elbow-patch wool polo shirt,Topwear,men/clothing/topwear
f0f0aa6d-cd3e-4c25-97dd-f16bf582c96d,Black,42,S,Black,,SPORTMAX PRE Coats Black,Jackets,women/clothing/jackets
cd0912c4-671e-47f6-83eb-22c01d143338,Dark brown,M,L,Brown,,Maison Margiela Elbow-patch wool polo shirt,Topwear,men/clothing/topwear
c9835849-ece7-4be5-a945-9ab03af94c08,Dark brown,S,L,Brown,,Maison Margiela Elbow-patch wool polo shirt,Topwear,men/clothing/topwear
dd37d366-430d-47ab-9e09-2dc175976ce3,Dark brown,XL,L,Brown,,Maison Margiela Elbow-patch wool polo shirt,Topwear,men/clothing/topwear
03ff0bde-edd8-4cf2-b9a1-fc20914fde0c,Black,36,UK 3.5,Black,,MM6 Maison Margiela Boots Black,Boots,women/shoes/boots
a8a4cf1d-0e2d-4d15-8ab9-843f6acdd56c,Black,37,UK 3.5,Black,,MM6 Maison Margiela Boots Black,Boots,women/shoes/boots
e3d32e80-78a8-457e-9e2a-f2a8bd0f9ae3,Black,4,UK 10,Black,,Versace Sea clothing Black,Beachwear & underwear,women/clothing/beachwear-underwear
677f418b-1578-4df1-93a2-421885fd7bfa,Red,0,UK 8,Red,,Zimmermann Floral-print midi dress,Dresses,women/clothing/dresses
4b8f0cc1-516d-4295-bbbf-9e2e704075ba,Grey,48,UK 9,Grey,,Emporio Armani Jackets Grey,Jackets,women/clothing/jackets
f584fb5b-0cc5-495e-a9db-31421b65c374,Black,UNI,UK 10,Black,,Maison Margiela leather card holder,Small Leather Goods,men/accessories/small-leather-goods
cb52e6d8-d154-4c64-b9c8-ac986bb8f997,Black,38,S,Black,,SPORTMAX PRE Coats Black,Jackets,women/clothing/jackets
2c0974b2-6dbe-4658-9933-629746024813,Black,40,S,Black,,SPORTMAX PRE Coats Black,Jackets,women/clothing/jackets
cbbbf163-272d-4c4f-bceb-e19daf26423e,Black,42,S,Black,,SPORTMAX PRE Coats Black,Jackets,women/clothing/jackets
41658e50-a7bb-40fc-ac74-ff3e29d0d2bc,Black,36,S,Black,,MM6 Maison Margiela Boots Black,Boots,women/shoes/boots
ddcd532d-6a7d-41d0-997d-de238d388cd9,Grey,M,M,Grey,Clothing,PASSIO TOP,Tops,woman/clothing/tops
f2c687bd-57f8-4f59-b34e-fb55cd5d2de1,Black,37,S,Black,,MM6 Maison Margiela Boots Black,Boots,women/shoes/boots
9abae141-80c7-4da0-b69f-d054c4fb9b55,White,38,UK 3.5,White,,Patou Striped shirt with scarf collar,Knitwear,women/clothing/knitwear
b231db73-217b-46eb-a66e-e25c770568a1,Blue,S,L,Blue,,Maison Margiela Elbow-patch wool sweater,Topwear,men/clothing/topwear
a693f0d6-239e-4671-8f9c-b1e1cf7284eb,Blue,XL,L,Blue,,Maison Margiela Elbow-patch wool sweater,Topwear,men/clothing/topwear
d82b7194-d736-491d-aa77-9ca1f2d4b38d,Black,M,M,Black,,MM6 Maison Margiela Dresses Black,Dresses,women/clothing/dresses
683d4ba2-fbb9-49b5-b30f-313160520363,Black,S,M,Black,,MM6 Maison Margiela Dresses Black,Dresses,women/clothing/dresses
34d688e2-c6b2-4854-8247-c819a47d0dcb,Black,38,S,Black,,SPORTMAX PRE Coats Black,Jackets,women/clothing/jackets
bc2e4edd-5f0b-4645-aef5-3faa3be9bdd6,Black,XS,M,Black,,MM6 Maison Margiela Dresses Black,Dresses,women/clothing/dresses
a8419f6e-3322-4112-9ffc-28ef21ef8e69,Golden,38,UK 10,Gold,,Versace Metallic mesh mini dress with slip,Dresses,women/clothing/dresses
14980991-5b8d-420b-90b2-1009a16efc20,Beige,36,UK 5,Beige,,Saint Laurent Checked wool culotte skirt,Trousers,women/clothing/trousers
20d8ca27-49fa-484c-a0fa-54768e1e9ddd,Black,M,L,Black,,MM6 Maison Margiela Sweaters Black,Topwear,women/clothing/topwear
1c682cbf-b128-4f7d-af43-601efb6249b3,Black,S,L,Black,,MM6 Maison Margiela Sweaters Black,Topwear,women/clothing/topwear
50a01d11-f763-42b4-a836-db65f2db6db1,Black,XS,L,Black,,MM6 Maison Margiela Sweaters Black,Topwear,women/clothing/topwear
a95a0ff2-cfac-45e9-a869-bc1e72ebef96,Dove Grey,UNI,UK 11,Grey,,Zanellato Postina Jones small suede leather handbag,Handbag,women/bags/handbag
ef3b1162-277f-4d88-91ad-86a8d3fa8933,Black,25,UK 10,Black,,Versace Metal Mesh Regular-Fit Jeans,Jeans,women/clothing/jeans
8e318cbe-d9c5-47ec-a5e0-241512ed46d2,Black,26,UK 10,Black,,Versace Metal Mesh Regular-Fit Jeans,Jeans,women/clothing/jeans
cd87bafc-a6bd-40d0-93e9-fb296f3a14f1,White,40,UK 3.5,White,,Patou Striped shirt with scarf collar,Knitwear,women/clothing/knitwear
dd93f145-0f88-4a5e-b521-7bb50f664d2d,Black,37.5,S,Black,,MM6 Maison Margiela Boots Black,Boots,women/shoes/boots
24d20eee-8a21-4b38-a6c9-fbbe30dea48e,Black,38,S,Black,,MM6 Maison Margiela Boots Black,Boots,women/shoes/boots
6f347771-6b0e-40b8-92b7-bb5c95f8ad3a,Black,38.5,S,Black,,MM6 Maison Margiela Boots Black,Boots,women/shoes/boots
eacff9ff-057a-49ea-a1b7-e85231e84887,Black,39,S,Black,,MM6 Maison Margiela Boots Black,Boots,women/shoes/boots
136fb9b2-f92b-41ab-ac86-9f8063101c44,Black,40,S,Black,,MM6 Maison Margiela Boots Black,Boots,women/shoes/boots
d99f1766-f757-405f-8af0-4bd704e53dfc,Black,41,S,Black,,MM6 Maison Margiela Boots Black,Boots,women/shoes/boots
f6755cc2-b7f9-45a9-b70b-f1c54240676f,Black,0,,Black,,Zimmermann Cut-out swimsuit,Beachwear & underwear,women/clothing/beachwear-underwear
77d03d42-284f-40b5-bb00-307dbbb5dd11,Golden,40,UK 10,Gold,,Versace Metallic mesh mini dress with slip,Dresses,women/clothing/dresses
48d05b29-94c8-4683-969d-ed98743e90f9,Black,1,UK 10,Black,,Versace Sea clothing Black,Beachwear & underwear,women/clothing/beachwear-underwear
f8a5f0c0-8742-4166-a71c-0f3493f1fd14,Black,2,UK 10,Black,,Versace Sea clothing Black,Beachwear & underwear,women/clothing/beachwear-underwear
9cba9305-4024-46a4-b1a6-f30494331d9a,Black,3,UK 10,Black,,Versace Sea clothing Black,Beachwear & underwear,women/clothing/beachwear-underwear
6578d928-eacf-41fb-a9a7-e0b507e30d58,Black,40,S,Black,,SPORTMAX PRE Coats Black,Jackets,women/clothing/jackets
cc5208b9-7284-4e47-90c4-b8003f791478,Brown,40,S,Brown,,Zimmermann Sandals Brown,Sandals,women/shoes/sandals
eb044957-0530-47c1-8761-4824adaba360,Black,27,UK 10,Black,,Versace Metal Mesh Regular-Fit Jeans,Jeans,women/clothing/jeans
d779fc57-ff5b-4f80-b841-8ef4bb13fc91,Black,1,UK 10,Black,,Versace Safety Pin Swimsuit,Beachwear & underwear,women/clothing/beachwear-underwear
0606f62c-8d99-45ab-a37b-5e05b23bc075,Black,2,UK 10,Black,,Versace Safety Pin Swimsuit,Beachwear & underwear,women/clothing/beachwear-underwear
fe53bde8-d4fe-4b7d-9653-4278531b07cb,Black,3,UK 10,Black,,Versace Safety Pin Swimsuit,Beachwear & underwear,women/clothing/beachwear-underwear
f85e49b9-821d-400b-b895-b7eaa18626bb,Red,UNI,M,Red,,Ferragamo Hug leather tote bag,Shopper,women/bags/shopper
eaaa6f0c-fcb5-4d39-a03f-3c2dd8dadf52,Black,0,UK 10,Black,,Zimmermann Wire Front bikini,Beachwear & underwear,women/clothing/beachwear-underwear
f7eaee2e-442b-441a-9d6a-4364f9455941,Brown,39,S,Brown,,Zimmermann Sandals Brown,Sandals,women/shoes/sandals
2cc54c46-f36e-43bd-ab51-50fda299eaa0,Brown,48,UK 13,Brown,,Emporio Armani Pure linen trousers,Trousers,men/clothing/trousers
d767d109-c610-4654-ab0e-6536737ce139,Black,3,,Black,,Zimmermann Cut-out swimsuit,Beachwear & underwear,women/clothing/beachwear-underwear
88552644-cd73-4512-9532-6da8527c0847,Blue,40,UK 10,Blue,,Versace Tweed blazer,Jackets,women/clothing/jackets
71162dc5-e9be-499d-b774-8be7b2b840a6,Blue,42,UK 10,Blue,,Versace Tweed blazer,Jackets,women/clothing/jackets
ebd62fc4-7f0f-4402-9e24-fbb067658910,Beige,2,UK 11,Beige,,Zimmermann Lucky Bamboo Ring bikini,Beachwear & underwear,women/clothing/beachwear-underwear
e007433a-aa7e-40cd-bf07-bd670f1fe91f,White,32,UK 8,White,,Emporio Armani Top White,Topwear,women/clothing/topwear
5f9b3c4a-0483-4897-bf0b-79e55ab83dc7,MULTICOLOUR,50,XXL,Multi,Clothing,TECHNICAL FABRIC BOMBER,SPORTS JACKETS,man/clothing/sports-jackets
67d1f9c5-e249-4043-ba19-d95b7506a711,White,34,UK 8,White,,Emporio Armani Top White,Topwear,women/clothing/topwear
e67a08bb-677c-479c-aceb-3aa78ad7cd8e,Brown,50,UK 13,Brown,,Emporio Armani Pure linen trousers,Trousers,men/clothing/trousers
b9c5bdaa-6eb2-48be-8ea8-ee004abcd24a,Black,38,UK 3.5,Black,,MM6 Maison Margiela Boots Black,Boots,women/shoes/boots
88c28cb4-ae3c-4054-a0ab-f5393cf8ffc4,Black,39,UK 3.5,Black,,MM6 Maison Margiela Boots Black,Boots,women/shoes/boots
6c3935ff-e026-4d9b-823c-9083a7693666,Black,40,UK 3.5,Black,,MM6 Maison Margiela Boots Black,Boots,women/shoes/boots
8e3adf65-5dfa-4b59-8417-db28ac4bbd7f,Black,41,UK 3.5,Black,,MM6 Maison Margiela Boots Black,Boots,women/shoes/boots
af56e3f0-2ebd-4a16-931f-5d2919517d9a,Black,1,UK 10,Black,,Zimmermann Wire Front bikini,Beachwear & underwear,women/clothing/beachwear-underwear
7a9905a3-e3d5-497a-9e2f-2daeb529ea2c,Blue,L,L,Blue,,Emporio Armani Icon chevron jacquard polo neck sweater,Topwear,men/clothing/topwear
9f02da55-95e3-45f5-bad3-2a5a5c3996a5,Blue,M,L,Blue,,Emporio Armani Icon chevron jacquard polo neck sweater,Topwear,men/clothing/topwear
890f1640-fc60-4388-9a7d-528759c8c46e,Blue,S,L,Blue,,Emporio Armani Icon chevron jacquard polo neck sweater,Topwear,men/clothing/topwear
e8b5c38b-0391-491f-a252-6509775ff7f2,Leather Brown,UNI,S,Brown,,Zimmermann 032C Bucket Hat,Scarves Hats & Gloves,women/accessories/scarves-hats-gloves
ec707e2d-f611-4efc-8827-85b1acfd49f1,Grey,UNI,S,Grey,,Ferragamo Hug handbag (M),Shopper,women/bags/shopper
98011e02-388d-4a79-99e8-e60729618d73,Grey,40,UK 6.5,Grey,,Emporio Armani Pleated trousers,Trousers,women/clothing/trousers
f3050508-853d-4c74-8ce3-04bc52100b22,Black,40,UK 6.5,Black,,Emporio Armani Sleeveless dress,Dresses,women/clothing/dresses
13d76f63-0b73-48af-9b5c-25d11258fbb7,Black,XS,S,Black,,Moncler Black padded zip-up cardigan,Topwear,women/clothing/topwear
eddc454a-1d27-49c3-838d-3d7183f08f12,Red,1,UK 8,Red,,Zimmermann Floral-print midi dress,Dresses,women/clothing/dresses
75fca6de-abda-4693-afe2-340c844ef653,Red,2,UK 8,Red,,Zimmermann Floral-print midi dress,Dresses,women/clothing/dresses
6b9773e8-d154-466e-b511-eb5a30f56c5b,Red,3,UK 8,Red,,Zimmermann Floral-print midi dress,Dresses,women/clothing/dresses
ec44b784-5fe5-47ce-aedd-b15a825a6afe,Black,UNI,UK 5,Black,,Ferragamo Medium Hug Gancini-buckle tote bag,Shopper,women/bags/shopper
334ea893-fb6f-478e-88f0-66e50832df48,Grey,42,UK 6.5,Grey,,Emporio Armani Pleated trousers,Trousers,women/clothing/trousers
428442c7-d2a8-414d-8c51-4f3c933509e8,White,34,L,White,,Emporio Armani Logo-embroidered shirt,Shirts,men/clothing/shirts
e41efe3c-4e5b-4f8f-94ad-72386306ca24,White,36,L,White,,Emporio Armani Logo-embroidered shirt,Shirts,men/clothing/shirts
e60ae02f-1cd3-43bf-8e53-3dc4aaf8f15b,White,36,UK 8,White,,Emporio Armani Top White,Topwear,women/clothing/topwear
cf649841-3f4b-44c8-a766-af84c5c4be0f,White,38,UK 8,White,,Emporio Armani Top White,Topwear,women/clothing/topwear
864b33e9-85bf-4a49-8a68-a92c0377858d,White,40,UK 8,White,,Emporio Armani Top White,Topwear,women/clothing/topwear
39c4cc5b-d241-4f76-919a-e51ba9378e41,White,42,UK 8,White,,Emporio Armani Top White,Topwear,women/clothing/topwear
29bcc345-95a9-49be-85b3-7047059803ea,White,44,UK 8,White,,Emporio Armani Top White,Topwear,women/clothing/topwear
70629a04-db7a-47ea-a1a4-5c71d0e02e3d,White,46,UK 8,White,,Emporio Armani Top White,Topwear,women/clothing/topwear
0acbb3e5-f412-438d-ac0f-5e395494bf8b,White,48,UK 8,White,,Emporio Armani Top White,Topwear,women/clothing/topwear
